origin_district,impact_day,impacted,destination_district,visit_day,visits
1401,911,42817,1011,986,0.0
1401,911,42817,1012,986,0.0
1401,911,42817,1013,986,0.0
1401,911,42817,1014,986,0.0
1401,911,42817,1015,986,0.0
1401,911,42817,1101,986,107.0
1401,911,42817,1102,986,10.0
1401,911,42817,1103,986,11.0
1401,911,42817,1104,986,0.0
1401,911,42817,1105,986,0.0
1401,911,42817,1106,986,0.0
1401,911,42817,1107,986,3.0
1401,911,42817,1108,986,26.0
1401,911,42817,1109,986,4.0
1401,911,42817,1110,986,0.0
1401,911,42817,1111,986,0.0
1401,911,42817,1112,986,0.0
1401,911,42817,1113,986,0.0
1401,911,42817,1114,986,0.0
1401,911,42817,1115,986,24.0
1401,911,42817,1116,986,0.0
1401,911,42817,1117,986,0.0
1401,911,42817,1118,986,0.0
1401,911,42817,1119,986,0.0
1401,911,42817,1120,986,0.0
1401,911,42817,1121,986,0.0
1401,911,42817,1122,986,0.0
1401,911,42817,1123,986,0.0
1401,911,42817,1124,986,0.0
1401,911,42817,1125,986,0.0
1401,911,42817,1126,986,0.0
1401,911,42817,1127,986,0.0
1401,911,42817,1128,986,0.0
1401,911,42817,1201,986,119.0
1401,911,42817,1202,986,2.0
1401,911,42817,1203,986,15.0
1401,911,42817,1204,986,7.0
1401,911,42817,1205,986,0.0
1401,911,42817,1206,986,3.0
1401,911,42817,1207,986,2.0
1401,911,42817,1208,986,7.0
1401,911,42817,1209,986,4.0
1401,911,42817,1210,986,6.0
1401,911,42817,1211,986,6.0
1401,911,42817,1212,986,32.0
1401,911,42817,1213,986,1.0
1401,911,42817,1214,986,4.0
1401,911,42817,1215,986,0.0
1401,911,42817,1216,986,29.0
1401,911,42817,1217,986,0.0
1401,911,42817,1301,986,83.0
1401,911,42817,1302,986,0.0
1401,911,42817,1303,986,0.0
1401,911,42817,1304,986,2.0
1401,911,42817,1305,986,0.0
1401,911,42817,1306,986,1.0
1401,911,42817,1307,986,3.0
1401,911,42817,1308,986,0.0
1401,911,42817,1309,986,8.0
1401,911,42817,1310,986,6.0
1401,911,42817,1311,986,10.0
1401,911,42817,1312,986,0.0
1401,911,42817,1313,986,0.0
1401,911,42817,1314,986,0.0
1401,911,42817,1315,986,0.0
1401,911,42817,1402,986,174.0
1401,911,42817,1403,986,30.0
1401,911,42817,1404,986,10.0
1401,911,42817,1405,986,51.0
1401,911,42817,1406,986,125.0
1401,911,42817,1407,986,23.0
1401,911,42817,1501,986,17.0
1401,911,42817,1502,986,0.0
1401,911,42817,1503,986,0.0
1401,911,42817,1504,986,0.0
1401,911,42817,1505,986,0.0
1401,911,42817,1506,986,2.0
1401,911,42817,1507,986,0.0
1401,911,42817,1601,986,181.0
1401,911,42817,1602,986,73.0
1401,911,42817,1603,986,1.0
1401,911,42817,1604,986,0.0
1401,911,42817,1605,986,0.0
1401,911,42817,1606,986,3.0
1401,911,42817,1607,986,1.0
1401,911,42817,1608,986,0.0
1401,911,42817,1609,986,0.0
1401,911,42817,1610,986,0.0
1401,911,42817,1611,986,0.0
1401,911,42817,1612,986,26.0
1401,911,42817,1613,986,12.0
1401,911,42817,1614,986,8.0
1401,911,42817,1615,986,7.0
1401,911,42817,1701,986,12.0
1401,911,42817,1702,986,1.0
1401,911,42817,1703,986,0.0
1401,911,42817,1704,986,1.0
1401,911,42817,1705,986,0.0
1401,911,42817,1706,986,6.0
1401,911,42817,1707,986,0.0
1401,911,42817,1708,986,0.0
1401,911,42817,1709,986,0.0
1401,911,42817,1710,986,0.0
1401,911,42817,1711,986,0.0
1401,911,42817,1801,986,29.0
1401,911,42817,1802,986,0.0
1401,911,42817,1803,986,0.0
1401,911,42817,1804,986,2.0
1401,911,42817,1805,986,0.0
1401,911,42817,1806,986,0.0
1401,911,42817,1807,986,0.0
1401,911,42817,1808,986,3.0
1401,911,42817,1809,986,1.0
1401,911,42817,1810,986,0.0
1401,911,42817,1811,986,2.0
1401,911,42817,1812,986,0.0
1401,911,42817,1813,986,0.0
1401,911,42817,1814,986,0.0
1401,911,42817,1901,986,1.0
1401,911,42817,1902,986,0.0
1401,911,42817,1903,986,0.0
1401,911,42817,1904,986,0.0
1401,911,42817,1905,986,2.0
1401,911,42817,1906,986,0.0
1401,911,42817,1907,986,0.0
1401,911,42817,2001,986,11.0
1401,911,42817,2002,986,1.0
1401,911,42817,2003,986,10.0
1401,911,42817,2004,986,0.0
1401,911,42817,2005,986,0.0
1401,911,42817,2006,986,0.0
1401,911,42817,2007,986,0.0
1401,911,42817,2008,986,0.0
1401,911,42817,2009,986,0.0
1401,911,42817,2010,986,0.0
1401,911,42817,2011,986,0.0
1401,911,42817,2012,986,1.0
1401,911,42817,2013,986,0.0
1401,911,42817,2014,986,11.0
1401,911,42817,2015,986,1.0
1401,911,42817,2016,986,1.0
1401,911,42817,2101,986,0.0
1401,911,42817,2102,986,0.0
1401,911,42817,2103,986,0.0
1401,911,42817,2104,986,0.0
1401,911,42817,2105,986,1.0
1401,911,42817,2106,986,0.0
1401,911,42817,2107,986,0.0
1401,911,42817,2108,986,0.0
1401,911,42817,2109,986,0.0
1401,911,42817,2110,986,0.0
1401,911,42817,2111,986,0.0
1401,911,42817,2201,986,26.0
1401,911,42817,2202,986,0.0
1401,911,42817,2203,986,0.0
1401,911,42817,2204,986,0.0
1401,911,42817,2205,986,1.0
1401,911,42817,2301,986,4.0
1401,911,42817,2302,986,1.0
1401,911,42817,2303,986,0.0
1401,911,42817,2304,986,0.0
1401,911,42817,2305,986,0.0
1401,911,42817,2306,986,0.0
1401,911,42817,2307,986,16.0
1401,911,42817,2308,986,0.0
1401,911,42817,2309,986,0.0
1401,911,42817,2310,986,0.0
1401,911,42817,2311,986,0.0
1401,911,42817,2312,986,0.0
1401,911,42817,2313,986,0.0
1401,911,42817,2401,986,42.0
1401,911,42817,2402,986,2.0
1401,911,42817,2403,986,164.0
1401,911,42817,2404,986,0.0
1401,911,42817,2405,986,1.0
1401,911,42817,2406,986,0.0
1401,911,42817,2407,986,2.0
1401,911,42817,2408,986,1.0
1401,911,42817,2409,986,0.0
1401,911,42817,2410,986,0.0
1401,911,42817,2411,986,3.0
1401,911,42817,2412,986,0.0
1401,911,42817,2413,986,0.0
1401,911,42817,2414,986,0.0
1401,911,42817,2415,986,0.0
1401,911,42817,2416,986,4.0
1401,911,42817,2501,986,7.0
1401,911,42817,2502,986,0.0
1401,911,42817,2503,986,0.0
1401,911,42817,2504,986,0.0
1401,911,42817,2505,986,0.0
1401,911,42817,2506,986,0.0
1401,911,42817,2507,986,0.0
1401,911,42817,2508,986,0.0
1401,911,42817,2509,986,0.0
1401,911,42817,2510,986,0.0
1401,911,42817,2511,986,0.0
1401,911,42817,2601,986,2.0
1401,911,42817,2602,986,0.0
1401,911,42817,2603,986,0.0
1401,911,42817,2604,986,0.0
1401,911,42817,2605,986,0.0
1401,911,42817,2701,986,5.0
1401,911,42817,2702,986,0.0
1401,911,42817,2703,986,0.0
1401,911,42817,2704,986,0.0
1401,911,42817,2705,986,0.0
1401,911,42817,2706,986,0.0
1401,911,42817,2707,986,0.0
1401,911,42817,2708,986,0.0
1401,911,42817,2709,986,0.0
1401,911,42817,2710,986,0.0
1401,911,42817,2801,986,9.0
1401,911,42817,2802,986,0.0
1401,911,42817,2803,986,0.0
1401,911,42817,2804,986,0.0
1401,911,42817,2805,986,0.0
1401,911,42817,2806,986,0.0
1401,911,42817,2807,986,0.0
1401,911,42817,2901,986,2.0
1401,911,42817,2902,986,3.0
1401,911,42817,2903,986,0.0
1401,911,42817,2904,986,0.0
1401,911,42817,2905,986,0.0
1401,911,42817,2906,986,0.0
1401,911,42817,2907,986,0.0
1401,911,42817,2908,986,0.0
1401,911,42817,2909,986,0.0
1401,911,42817,2910,986,0.0
1401,911,42817,2911,986,3.0
1401,911,42817,2912,986,0.0
1401,911,42817,2913,986,0.0
1401,911,42817,2914,986,0.0
1401,911,42817,2915,986,0.0
1401,911,42817,2916,986,0.0
1401,911,42817,2917,986,0.0
1401,911,42817,2918,986,0.0
1401,911,42817,2919,986,0.0
1401,911,42817,3001,986,2.0
1401,911,42817,3002,986,0.0
1401,911,42817,3003,986,0.0
1401,911,42817,3004,986,0.0
1401,911,42817,3005,986,0.0
1401,911,42817,3006,986,0.0
1401,911,42817,3007,986,0.0
1401,911,42817,3008,986,0.0
1401,911,42817,3101,986,12.0
1401,911,42817,3102,986,1.0
1401,911,42817,3103,986,0.0
1401,911,42817,3104,986,0.0
1401,911,42817,3105,986,0.0
1401,911,42817,3106,986,0.0
1401,911,42817,3107,986,0.0
1401,911,42817,3201,986,3.0
1401,911,42817,3202,986,2.0
1401,911,42817,3203,986,0.0
1401,911,42817,3204,986,0.0
1401,911,42817,3205,986,0.0
1401,911,42817,3206,986,1.0
1401,911,42817,3207,986,0.0
1401,911,42817,3208,986,1.0
1401,911,42817,3209,986,3.0
1401,911,42817,3210,986,0.0
1401,911,42817,3211,986,1.0
1401,911,42817,3212,986,0.0
1401,911,42817,3213,986,0.0
1401,911,42817,3301,986,0.0
1401,911,42817,3302,986,0.0
1401,911,42817,3303,986,0.0
1401,911,42817,3304,986,0.0
1401,911,42817,3305,986,0.0
1401,911,42817,3306,986,2.0
1401,911,42817,3307,986,2.0
1401,911,42817,3401,986,1.0
1401,911,42817,3402,986,0.0
1401,911,42817,3403,986,0.0
1401,911,42817,3404,986,0.0
1401,911,42817,3405,986,0.0
1401,911,42817,3406,986,0.0
1401,911,42817,3407,986,0.0
1401,911,42817,3408,986,0.0
1401,911,42817,3409,986,0.0
1401,911,42817,101,1001,1304.0
1401,911,42817,102,1001,8.0
1401,911,42817,103,1001,0.0
1401,911,42817,104,1001,0.0
1401,911,42817,105,1001,1.0
1401,911,42817,106,1001,0.0
1401,911,42817,107,1001,95.0
1401,911,42817,108,1001,20.0
1401,911,42817,109,1001,12.0
1401,911,42817,110,1001,36.0
1401,911,42817,111,1001,1.0
1401,911,42817,112,1001,7.0
1401,911,42817,113,1001,0.0
1401,911,42817,114,1001,0.0
1401,911,42817,115,1001,0.0
1401,911,42817,201,1001,3.0
1401,911,42817,202,1001,3.0
1401,911,42817,203,1001,0.0
1401,911,42817,204,1001,1.0
1401,911,42817,205,1001,4.0
1401,911,42817,206,1001,0.0
1401,911,42817,207,1001,1.0
1401,911,42817,301,1001,15.0
1401,911,42817,302,1001,6.0
1401,911,42817,303,1001,0.0
1401,911,42817,304,1001,2.0
1401,911,42817,305,1001,0.0
1401,911,42817,306,1001,0.0
1401,911,42817,307,1001,0.0
1401,911,42817,308,1001,8.0
1401,911,42817,309,1001,1.0
1401,911,42817,310,1001,0.0
1401,911,42817,401,1001,1.0
1401,911,42817,402,1001,0.0
1401,911,42817,403,1001,0.0
1401,911,42817,404,1001,0.0
1401,911,42817,405,1001,0.0
1401,911,42817,406,1001,0.0
1401,911,42817,407,1001,2.0
1401,911,42817,408,1001,0.0
1401,911,42817,409,1001,0.0
1401,911,42817,501,1001,4.0
1401,911,42817,502,1001,0.0
1401,911,42817,503,1001,1.0
1401,911,42817,504,1001,0.0
1401,911,42817,505,1001,1.0
1401,911,42817,506,1001,0.0
1401,911,42817,507,1001,0.0
1401,911,42817,601,1001,4.0
1401,911,42817,602,1001,0.0
1401,911,42817,603,1001,0.0
1401,911,42817,604,1001,0.0
1401,911,42817,605,1001,0.0
1401,911,42817,606,1001,0.0
1401,911,42817,607,1001,0.0
1401,911,42817,608,1001,0.0
1401,911,42817,609,1001,0.0
1401,911,42817,610,1001,0.0
1401,911,42817,611,1001,1.0
1401,911,42817,612,1001,0.0
1401,911,42817,613,1001,4.0
1401,911,42817,614,1001,4.0
1401,911,42817,615,1001,0.0
1401,911,42817,616,1001,0.0
1401,911,42817,617,1001,0.0
1401,911,42817,618,1001,0.0
1401,911,42817,619,1001,0.0
1401,911,42817,701,1001,6.0
1401,911,42817,702,1001,0.0
1401,911,42817,703,1001,1.0
1401,911,42817,704,1001,0.0
1401,911,42817,705,1001,0.0
1401,911,42817,706,1001,0.0
1401,911,42817,707,1001,0.0
1401,911,42817,708,1001,0.0
1401,911,42817,709,1001,0.0
1401,911,42817,710,1001,0.0
1401,911,42817,711,1001,0.0
1401,911,42817,801,1001,23.0
1401,911,42817,802,1001,1.0
1401,911,42817,803,1001,0.0
1401,911,42817,804,1001,0.0
1401,911,42817,805,1001,2.0
1401,911,42817,806,1001,5.0
1401,911,42817,807,1001,1.0
1401,911,42817,808,1001,0.0
1401,911,42817,809,1001,1.0
1401,911,42817,810,1001,1.0
1401,911,42817,811,1001,0.0
1401,911,42817,812,1001,0.0
1401,911,42817,813,1001,1.0
1401,911,42817,814,1001,0.0
1401,911,42817,815,1001,1.0
1401,911,42817,816,1001,1.0
1401,911,42817,817,1001,0.0
1401,911,42817,818,1001,1.0
1401,911,42817,819,1001,0.0
1401,911,42817,820,1001,0.0
1401,911,42817,821,1001,17.0
1401,911,42817,822,1001,0.0
1401,911,42817,901,1001,13.0
1401,911,42817,902,1001,8.0
1401,911,42817,903,1001,0.0
1401,911,42817,904,1001,0.0
1401,911,42817,905,1001,0.0
1401,911,42817,1001,1001,5.0
1401,911,42817,1002,1001,0.0
1401,911,42817,1003,1001,0.0
1401,911,42817,1004,1001,1.0
1401,911,42817,1005,1001,0.0
1401,911,42817,1006,1001,0.0
1401,911,42817,1007,1001,0.0
1401,911,42817,1008,1001,0.0
1401,911,42817,1009,1001,0.0
1401,911,42817,1010,1001,0.0
1401,911,42817,1011,1001,0.0
1401,911,42817,1012,1001,0.0
1401,911,42817,1013,1001,0.0
1401,911,42817,1014,1001,1.0
1401,911,42817,1015,1001,0.0
1401,911,42817,1101,1001,103.0
1401,911,42817,1102,1001,12.0
1401,911,42817,1103,1001,13.0
1401,911,42817,1104,1001,0.0
1401,911,42817,1105,1001,0.0
1401,911,42817,1106,1001,0.0
1401,911,42817,1107,1001,2.0
1401,911,42817,1108,1001,20.0
1401,911,42817,1109,1001,6.0
1401,911,42817,1110,1001,0.0
1401,911,42817,1111,1001,0.0
1401,911,42817,1112,1001,0.0
1401,911,42817,1113,1001,0.0
1401,911,42817,1114,1001,0.0
1401,911,42817,1115,1001,23.0
1401,911,42817,1116,1001,0.0
1401,911,42817,1117,1001,0.0
1401,911,42817,1118,1001,1.0
1401,911,42817,1119,1001,0.0
1401,911,42817,1120,1001,0.0
1401,911,42817,1121,1001,0.0
1401,911,42817,1122,1001,0.0
1401,911,42817,1123,1001,0.0
1401,911,42817,1124,1001,0.0
1401,911,42817,1125,1001,0.0
1401,911,42817,1126,1001,0.0
1401,911,42817,1127,1001,0.0
1401,911,42817,1128,1001,0.0
1401,911,42817,1201,1001,104.0
1401,911,42817,1202,1001,3.0
1401,911,42817,1203,1001,17.0
1401,911,42817,1204,1001,13.0
1401,911,42817,1205,1001,0.0
1401,911,42817,1206,1001,4.0
1401,911,42817,1207,1001,2.0
1401,911,42817,1208,1001,10.0
1401,911,42817,1209,1001,3.0
1401,911,42817,1210,1001,7.0
1401,911,42817,1211,1001,9.0
1401,911,42817,1212,1001,32.0
1401,911,42817,1213,1001,4.0
1401,911,42817,1214,1001,7.0
1401,911,42817,1215,1001,0.0
1401,911,42817,1216,1001,25.0
1401,911,42817,1217,1001,0.0
1401,911,42817,1301,1001,74.0
1401,911,42817,1302,1001,0.0
1401,911,42817,1303,1001,0.0
1401,911,42817,1304,1001,5.0
1401,911,42817,1305,1001,0.0
1401,911,42817,1306,1001,1.0
1401,911,42817,1307,1001,3.0
1401,911,42817,1308,1001,0.0
1401,911,42817,1309,1001,6.0
1401,911,42817,1310,1001,10.0
1401,911,42817,1311,1001,8.0
1401,911,42817,1312,1001,0.0
1401,911,42817,1313,1001,0.0
1401,911,42817,1314,1001,0.0
1401,911,42817,1315,1001,0.0
1401,911,42817,1402,1001,181.0
1401,911,42817,1403,1001,36.0
1401,911,42817,1404,1001,5.0
1401,911,42817,1405,1001,69.0
1401,911,42817,1406,1001,122.0
1401,911,42817,1407,1001,0.0
1401,911,42817,1501,1001,17.0
1401,911,42817,1502,1001,0.0
1401,911,42817,1503,1001,0.0
1401,911,42817,1504,1001,0.0
1401,911,42817,1505,1001,0.0
1401,911,42817,1506,1001,1.0
1401,911,42817,1507,1001,0.0
1401,911,42817,1601,1001,184.0
1401,911,42817,1602,1001,78.0
1401,911,42817,1603,1001,0.0
1401,911,42817,1604,1001,0.0
1401,911,42817,1605,1001,0.0
1401,911,42817,1606,1001,1.0
1401,911,42817,1607,1001,1.0
1401,911,42817,1608,1001,0.0
1401,911,42817,1609,1001,1.0
1401,911,42817,1610,1001,0.0
1401,911,42817,1611,1001,1.0
1401,911,42817,1612,1001,23.0
1401,911,42817,1613,1001,11.0
1401,911,42817,1614,1001,6.0
1401,911,42817,1615,1001,7.0
1401,911,42817,1701,1001,10.0
1401,911,42817,1702,1001,1.0
1401,911,42817,1703,1001,0.0
1401,911,42817,1704,1001,1.0
1401,911,42817,1705,1001,0.0
1401,911,42817,1706,1001,7.0
1401,911,42817,1707,1001,0.0
1401,911,42817,1708,1001,0.0
1401,911,42817,1709,1001,0.0
1401,911,42817,1710,1001,0.0
1401,911,42817,1711,1001,0.0
1401,911,42817,1801,1001,30.0
1401,911,42817,1802,1001,0.0
1401,911,42817,1803,1001,0.0
1401,911,42817,1804,1001,2.0
1401,911,42817,1805,1001,0.0
1401,911,42817,1806,1001,0.0
1401,911,42817,1807,1001,0.0
1401,911,42817,1808,1001,3.0
1401,911,42817,1809,1001,1.0
1401,911,42817,1810,1001,0.0
1401,911,42817,1811,1001,5.0
1401,911,42817,1812,1001,1.0
1401,911,42817,1813,1001,0.0
1401,911,42817,1814,1001,0.0
1401,911,42817,1901,1001,2.0
1401,911,42817,1902,1001,0.0
1401,911,42817,1903,1001,1.0
1401,911,42817,1904,1001,0.0
1401,911,42817,1905,1001,3.0
1401,911,42817,1906,1001,1.0
1401,911,42817,1907,1001,0.0
1401,911,42817,2001,1001,15.0
1401,911,42817,2002,1001,0.0
1401,911,42817,2003,1001,13.0
1401,911,42817,2004,1001,0.0
1401,911,42817,2005,1001,0.0
1401,911,42817,2006,1001,0.0
1401,911,42817,2007,1001,0.0
1401,911,42817,2008,1001,0.0
1401,911,42817,2009,1001,0.0
1401,911,42817,2010,1001,0.0
1401,911,42817,2011,1001,0.0
1401,911,42817,2012,1001,1.0
1401,911,42817,2013,1001,0.0
1401,911,42817,2014,1001,10.0
1401,911,42817,2015,1001,0.0
1401,911,42817,2016,1001,1.0
1401,911,42817,2101,1001,2.0
1401,911,42817,2102,1001,0.0
1401,911,42817,2103,1001,0.0
1401,911,42817,2104,1001,0.0
1401,911,42817,2105,1001,1.0
1401,911,42817,2106,1001,0.0
1401,911,42817,2107,1001,0.0
1401,911,42817,2108,1001,0.0
1401,911,42817,2109,1001,0.0
1401,911,42817,2110,1001,0.0
1401,911,42817,2111,1001,1.0
1401,911,42817,2201,1001,25.0
1401,911,42817,2202,1001,0.0
1401,911,42817,2203,1001,0.0
1401,911,42817,2204,1001,0.0
1401,911,42817,2205,1001,1.0
1401,911,42817,2301,1001,6.0
1401,911,42817,2302,1001,0.0
1401,911,42817,2303,1001,0.0
1401,911,42817,2304,1001,0.0
1401,911,42817,2305,1001,0.0
1401,911,42817,2306,1001,0.0
1401,911,42817,2307,1001,20.0
1401,911,42817,2308,1001,0.0
1401,911,42817,2309,1001,0.0
1401,911,42817,2310,1001,0.0
1401,911,42817,2311,1001,0.0
1401,911,42817,2312,1001,0.0
1401,911,42817,2313,1001,0.0
1401,911,42817,2401,1001,40.0
1401,911,42817,2402,1001,2.0
1401,911,42817,2403,1001,136.0
1401,911,42817,2404,1001,1.0
1401,911,42817,2405,1001,0.0
1401,911,42817,2406,1001,0.0
1401,911,42817,2407,1001,1.0
1401,911,42817,2408,1001,1.0
1401,911,42817,2409,1001,0.0
1401,911,42817,2410,1001,0.0
1401,911,42817,2411,1001,5.0
1401,911,42817,2412,1001,0.0
1401,911,42817,2413,1001,0.0
1401,911,42817,2414,1001,0.0
1401,911,42817,2415,1001,0.0
1401,911,42817,2416,1001,1.0
1401,911,42817,2501,1001,6.0
1401,911,42817,2502,1001,0.0
1401,911,42817,2503,1001,0.0
1401,911,42817,2504,1001,0.0
1401,911,42817,2505,1001,0.0
1401,911,42817,2506,1001,0.0
1401,911,42817,2507,1001,0.0
1401,911,42817,2508,1001,0.0
1401,911,42817,2509,1001,0.0
1401,911,42817,2510,1001,0.0
1401,911,42817,2511,1001,0.0
1401,911,42817,2601,1001,3.0
1401,911,42817,2602,1001,0.0
1401,911,42817,2603,1001,0.0
1401,911,42817,2604,1001,0.0
1401,911,42817,2605,1001,0.0
1401,911,42817,2701,1001,6.0
1401,911,42817,2702,1001,0.0
1401,911,42817,2703,1001,0.0
1401,911,42817,2704,1001,0.0
1401,911,42817,2705,1001,0.0
1401,911,42817,2706,1001,0.0
1401,911,42817,2707,1001,0.0
1401,911,42817,2708,1001,0.0
1401,911,42817,2709,1001,0.0
1401,911,42817,2710,1001,0.0
1401,911,42817,2801,1001,7.0
1401,911,42817,2802,1001,0.0
1401,911,42817,2803,1001,0.0
1401,911,42817,2804,1001,0.0
1401,911,42817,2805,1001,0.0
1401,911,42817,2806,1001,0.0
1401,911,42817,2807,1001,0.0
1401,911,42817,2901,1001,2.0
1401,911,42817,2902,1001,3.0
1401,911,42817,2903,1001,0.0
1401,911,42817,2904,1001,0.0
1401,911,42817,2905,1001,0.0
1401,911,42817,2906,1001,0.0
1401,911,42817,2907,1001,0.0
1401,911,42817,2908,1001,0.0
1401,911,42817,2909,1001,0.0
1401,911,42817,2910,1001,0.0
1401,911,42817,2911,1001,3.0
1401,911,42817,2912,1001,0.0
1401,911,42817,2913,1001,0.0
1401,911,42817,2914,1001,0.0
1401,911,42817,2915,1001,0.0
1401,911,42817,2916,1001,0.0
1401,911,42817,2917,1001,0.0
1401,911,42817,2918,1001,0.0
1401,911,42817,2919,1001,0.0
1401,911,42817,3001,1001,1.0
1401,911,42817,3002,1001,0.0
1401,911,42817,3003,1001,0.0
1401,911,42817,3004,1001,0.0
1401,911,42817,3005,1001,0.0
1401,911,42817,3006,1001,0.0
1401,911,42817,3007,1001,0.0
1401,911,42817,3008,1001,0.0
1401,911,42817,3101,1001,11.0
1401,911,42817,3102,1001,0.0
1401,911,42817,3103,1001,0.0
1401,911,42817,3104,1001,0.0
1401,911,42817,3105,1001,0.0
1401,911,42817,3106,1001,0.0
1401,911,42817,3107,1001,0.0
1401,911,42817,3201,1001,8.0
1401,911,42817,3202,1001,1.0
1401,911,42817,3203,1001,0.0
1401,911,42817,3204,1001,0.0
1401,911,42817,3205,1001,0.0
1401,911,42817,3206,1001,0.0
1401,911,42817,3207,1001,0.0
1401,911,42817,3208,1001,1.0
1401,911,42817,3209,1001,1.0
1401,911,42817,3210,1001,0.0
1401,911,42817,3211,1001,1.0
1401,911,42817,3212,1001,0.0
1401,911,42817,3213,1001,0.0
1401,911,42817,3301,1001,0.0
1401,911,42817,3302,1001,0.0
1401,911,42817,3303,1001,0.0
1401,911,42817,3304,1001,0.0
1401,911,42817,3305,1001,0.0
1401,911,42817,3306,1001,0.0
1401,911,42817,3307,1001,1.0
1401,911,42817,3401,1001,0.0
1401,911,42817,3402,1001,0.0
1401,911,42817,3403,1001,0.0
1401,911,42817,3404,1001,0.0
1401,911,42817,3405,1001,0.0
1401,911,42817,3406,1001,0.0
1401,911,42817,3407,1001,0.0
1401,911,42817,3408,1001,0.0
1401,911,42817,3409,1001,0.0
1401,911,42817,101,1016,1325.0
1401,911,42817,102,1016,6.0
1401,911,42817,103,1016,0.0
1401,911,42817,104,1016,0.0
1401,911,42817,105,1016,1.0
1401,911,42817,106,1016,0.0
1401,911,42817,107,1016,96.0
1401,911,42817,108,1016,19.0
1401,911,42817,109,1016,8.0
1401,911,42817,110,1016,35.0
1401,911,42817,111,1016,2.0
1401,911,42817,112,1016,7.0
1401,911,42817,113,1016,0.0
1401,911,42817,114,1016,1.0
1401,911,42817,115,1016,0.0
1401,911,42817,201,1016,4.0
1401,911,42817,202,1016,9.0
1401,911,42817,203,1016,0.0
1401,911,42817,204,1016,3.0
1401,911,42817,205,1016,2.0
1401,911,42817,206,1016,0.0
1401,911,42817,207,1016,3.0
1401,911,42817,301,1016,17.0
1401,911,42817,302,1016,5.0
1401,911,42817,303,1016,0.0
1401,911,42817,304,1016,3.0
1401,911,42817,305,1016,0.0
1401,911,42817,306,1016,0.0
1401,911,42817,307,1016,0.0
1401,911,42817,308,1016,12.0
1401,911,42817,309,1016,1.0
1401,911,42817,310,1016,1.0
1401,911,42817,401,1016,2.0
1401,911,42817,402,1016,0.0
1401,911,42817,403,1016,0.0
1401,911,42817,404,1016,0.0
1401,911,42817,405,1016,0.0
1401,911,42817,406,1016,0.0
1401,911,42817,407,1016,3.0
1401,911,42817,408,1016,0.0
1401,911,42817,409,1016,0.0
1401,911,42817,501,1016,3.0
1401,911,42817,502,1016,0.0
1401,911,42817,503,1016,0.0
1401,911,42817,504,1016,1.0
1401,911,42817,505,1016,2.0
1401,911,42817,506,1016,0.0
1401,911,42817,507,1016,0.0
1401,911,42817,601,1016,5.0
1401,911,42817,602,1016,0.0
1401,911,42817,603,1016,0.0
1401,911,42817,604,1016,0.0
1401,911,42817,605,1016,0.0
1401,911,42817,606,1016,0.0
1401,911,42817,607,1016,0.0
1401,911,42817,608,1016,0.0
1401,911,42817,609,1016,0.0
1401,911,42817,610,1016,0.0
1401,911,42817,611,1016,1.0
1401,911,42817,612,1016,0.0
1401,911,42817,613,1016,3.0
1401,911,42817,614,1016,5.0
1401,911,42817,615,1016,1.0
1401,911,42817,616,1016,0.0
1401,911,42817,617,1016,0.0
1401,911,42817,618,1016,1.0
1401,911,42817,619,1016,0.0
1401,911,42817,701,1016,8.0
1401,911,42817,702,1016,0.0
1401,911,42817,703,1016,1.0
1401,911,42817,704,1016,0.0
1401,911,42817,705,1016,0.0
1401,911,42817,706,1016,0.0
1401,911,42817,707,1016,0.0
1401,911,42817,708,1016,0.0
1401,911,42817,709,1016,0.0
1401,911,42817,710,1016,0.0
1401,911,42817,711,1016,0.0
1401,911,42817,801,1016,28.0
1401,911,42817,802,1016,3.0
1401,911,42817,803,1016,0.0
1401,911,42817,804,1016,0.0
1401,911,42817,805,1016,1.0
1401,911,42817,806,1016,3.0
1401,911,42817,807,1016,1.0
1401,911,42817,808,1016,0.0
1401,911,42817,809,1016,1.0
1401,911,42817,810,1016,0.0
1401,911,42817,811,1016,0.0
1401,911,42817,812,1016,0.0
1401,911,42817,813,1016,0.0
1401,911,42817,814,1016,0.0
1401,911,42817,815,1016,1.0
1401,911,42817,816,1016,2.0
1401,911,42817,817,1016,0.0
1401,911,42817,818,1016,0.0
1401,911,42817,819,1016,0.0
1401,911,42817,820,1016,0.0
1401,911,42817,821,1016,12.0
1401,911,42817,822,1016,0.0
1401,911,42817,901,1016,10.0
1401,911,42817,902,1016,6.0
1401,911,42817,903,1016,0.0
1401,911,42817,904,1016,0.0
1401,911,42817,905,1016,0.0
1401,911,42817,1001,1016,5.0
1401,911,42817,1002,1016,0.0
1401,911,42817,1003,1016,0.0
1401,911,42817,1004,1016,2.0
1401,911,42817,1005,1016,1.0
1401,911,42817,1006,1016,0.0
1401,911,42817,1007,1016,1.0
1401,911,42817,1008,1016,0.0
1401,911,42817,1009,1016,0.0
1401,911,42817,1010,1016,0.0
1401,911,42817,1011,1016,0.0
1401,911,42817,1012,1016,0.0
1401,911,42817,1013,1016,0.0
1401,911,42817,1014,1016,1.0
1401,911,42817,1015,1016,0.0
1401,911,42817,1101,1016,102.0
1401,911,42817,1102,1016,10.0
1401,911,42817,1103,1016,15.0
1401,911,42817,1104,1016,0.0
