origin_district,impact_day,impacted,destination_district,visit_day,visits
1401,911,42817,2918,926,0.0
1401,911,42817,2919,926,0.0
1401,911,42817,3001,926,1.0
1401,911,42817,3002,926,0.0
1401,911,42817,3003,926,0.0
1401,911,42817,3004,926,0.0
1401,911,42817,3005,926,0.0
1401,911,42817,3006,926,0.0
1401,911,42817,3007,926,0.0
1401,911,42817,3008,926,0.0
1401,911,42817,3101,926,8.0
1401,911,42817,3102,926,0.0
1401,911,42817,3103,926,0.0
1401,911,42817,3104,926,0.0
1401,911,42817,3105,926,1.0
1401,911,42817,3106,926,0.0
1401,911,42817,3107,926,0.0
1401,911,42817,3201,926,3.0
1401,911,42817,3202,926,0.0
1401,911,42817,3203,926,0.0
1401,911,42817,3204,926,0.0
1401,911,42817,3205,926,0.0
1401,911,42817,3206,926,1.0
1401,911,42817,3207,926,0.0
1401,911,42817,3208,926,0.0
1401,911,42817,3209,926,0.0
1401,911,42817,3210,926,0.0
1401,911,42817,3211,926,0.0
1401,911,42817,3212,926,0.0
1401,911,42817,3213,926,0.0
1401,911,42817,3301,926,0.0
1401,911,42817,3302,926,0.0
1401,911,42817,3303,926,0.0
1401,911,42817,3304,926,0.0
1401,911,42817,3305,926,0.0
1401,911,42817,3306,926,1.0
1401,911,42817,3307,926,4.0
1401,911,42817,3401,926,0.0
1401,911,42817,3402,926,0.0
1401,911,42817,3403,926,0.0
1401,911,42817,3404,926,0.0
1401,911,42817,3405,926,0.0
1401,911,42817,3406,926,0.0
1401,911,42817,3407,926,0.0
1401,911,42817,3408,926,0.0
1401,911,42817,3409,926,0.0
1401,911,42817,101,941,1635.0
1401,911,42817,102,941,7.0
1401,911,42817,103,941,0.0
1401,911,42817,104,941,0.0
1401,911,42817,105,941,5.0
1401,911,42817,106,941,0.0
1401,911,42817,107,941,104.0
1401,911,42817,108,941,16.0
1401,911,42817,109,941,9.0
1401,911,42817,110,941,66.0
1401,911,42817,111,941,3.0
1401,911,42817,112,941,2.0
1401,911,42817,113,941,0.0
1401,911,42817,114,941,1.0
1401,911,42817,115,941,1.0
1401,911,42817,201,941,5.0
1401,911,42817,202,941,11.0
1401,911,42817,203,941,0.0
1401,911,42817,204,941,4.0
1401,911,42817,205,941,2.0
1401,911,42817,206,941,0.0
1401,911,42817,207,941,5.0
1401,911,42817,301,941,16.0
1401,911,42817,302,941,9.0
1401,911,42817,303,941,0.0
1401,911,42817,304,941,1.0
1401,911,42817,305,941,0.0
1401,911,42817,306,941,0.0
1401,911,42817,307,941,0.0
1401,911,42817,308,941,8.0
1401,911,42817,309,941,1.0
1401,911,42817,310,941,0.0
1401,911,42817,401,941,2.0
1401,911,42817,402,941,0.0
1401,911,42817,403,941,0.0
1401,911,42817,404,941,0.0
1401,911,42817,405,941,0.0
1401,911,42817,406,941,0.0
1401,911,42817,407,941,1.0
1401,911,42817,408,941,0.0
1401,911,42817,409,941,1.0
1401,911,42817,501,941,4.0
1401,911,42817,502,941,1.0
1401,911,42817,503,941,0.0
1401,911,42817,504,941,0.0
1401,911,42817,505,941,1.0
1401,911,42817,506,941,0.0
1401,911,42817,507,941,0.0
1401,911,42817,601,941,8.0
1401,911,42817,602,941,0.0
1401,911,42817,603,941,0.0
1401,911,42817,604,941,0.0
1401,911,42817,605,941,0.0
1401,911,42817,606,941,0.0
1401,911,42817,607,941,1.0
1401,911,42817,608,941,0.0
1401,911,42817,609,941,1.0
1401,911,42817,610,941,0.0
1401,911,42817,611,941,1.0
1401,911,42817,612,941,0.0
1401,911,42817,613,941,3.0
1401,911,42817,614,941,6.0
1401,911,42817,615,941,0.0
1401,911,42817,616,941,0.0
1401,911,42817,617,941,0.0
1401,911,42817,618,941,1.0
1401,911,42817,619,941,0.0
1401,911,42817,701,941,7.0
1401,911,42817,702,941,1.0
1401,911,42817,703,941,0.0
1401,911,42817,704,941,0.0
1401,911,42817,705,941,0.0
1401,911,42817,706,941,0.0
1401,911,42817,707,941,0.0
1401,911,42817,708,941,0.0
1401,911,42817,709,941,0.0
1401,911,42817,710,941,0.0
1401,911,42817,711,941,0.0
1401,911,42817,801,941,16.0
1401,911,42817,802,941,3.0
1401,911,42817,803,941,0.0
1401,911,42817,804,941,0.0
1401,911,42817,805,941,2.0
1401,911,42817,806,941,4.0
1401,911,42817,807,941,1.0
1401,911,42817,808,941,0.0
1401,911,42817,809,941,2.0
1401,911,42817,810,941,0.0
1401,911,42817,811,941,0.0
1401,911,42817,812,941,0.0
1401,911,42817,813,941,0.0
1401,911,42817,814,941,0.0
1401,911,42817,815,941,3.0
1401,911,42817,816,941,0.0
1401,911,42817,817,941,0.0
1401,911,42817,818,941,0.0
1401,911,42817,819,941,0.0
1401,911,42817,820,941,0.0
1401,911,42817,821,941,5.0
1401,911,42817,822,941,0.0
1401,911,42817,901,941,10.0
1401,911,42817,902,941,7.0
1401,911,42817,903,941,0.0
1401,911,42817,904,941,0.0
1401,911,42817,905,941,0.0
1401,911,42817,1001,941,7.0
1401,911,42817,1002,941,0.0
1401,911,42817,1003,941,0.0
1401,911,42817,1004,941,1.0
1401,911,42817,1005,941,0.0
1401,911,42817,1006,941,0.0
1401,911,42817,1007,941,0.0
1401,911,42817,1008,941,0.0
1401,911,42817,1009,941,0.0
1401,911,42817,1010,941,0.0
1401,911,42817,1011,941,0.0
1401,911,42817,1012,941,0.0
1401,911,42817,1013,941,0.0
1401,911,42817,1014,941,0.0
1401,911,42817,1015,941,0.0
1401,911,42817,1101,941,132.0
1401,911,42817,1102,941,11.0
1401,911,42817,1103,941,15.0
1401,911,42817,1104,941,0.0
1401,911,42817,1105,941,0.0
1401,911,42817,1106,941,0.0
1401,911,42817,1107,941,1.0
1401,911,42817,1108,941,25.0
1401,911,42817,1109,941,1.0
1401,911,42817,1110,941,0.0
1401,911,42817,1111,941,0.0
1401,911,42817,1112,941,0.0
1401,911,42817,1113,941,0.0
1401,911,42817,1114,941,0.0
1401,911,42817,1115,941,20.0
1401,911,42817,1116,941,0.0
1401,911,42817,1117,941,0.0
1401,911,42817,1118,941,1.0
1401,911,42817,1119,941,0.0
1401,911,42817,1120,941,0.0
1401,911,42817,1121,941,0.0
1401,911,42817,1122,941,0.0
1401,911,42817,1123,941,0.0
1401,911,42817,1124,941,0.0
1401,911,42817,1125,941,0.0
1401,911,42817,1126,941,0.0
1401,911,42817,1127,941,0.0
1401,911,42817,1128,941,0.0
1401,911,42817,1201,941,151.0
1401,911,42817,1202,941,3.0
1401,911,42817,1203,941,13.0
1401,911,42817,1204,941,8.0
1401,911,42817,1205,941,0.0
1401,911,42817,1206,941,8.0
1401,911,42817,1207,941,3.0
1401,911,42817,1208,941,7.0
1401,911,42817,1209,941,3.0
1401,911,42817,1210,941,11.0
1401,911,42817,1211,941,0.0
1401,911,42817,1212,941,42.0
1401,911,42817,1213,941,2.0
1401,911,42817,1214,941,2.0
1401,911,42817,1215,941,0.0
1401,911,42817,1216,941,5.0
1401,911,42817,1217,941,0.0
1401,911,42817,1301,941,78.0
1401,911,42817,1302,941,0.0
1401,911,42817,1303,941,0.0
1401,911,42817,1304,941,7.0
1401,911,42817,1305,941,0.0
1401,911,42817,1306,941,2.0
1401,911,42817,1307,941,4.0
1401,911,42817,1308,941,0.0
1401,911,42817,1309,941,10.0
1401,911,42817,1310,941,11.0
1401,911,42817,1311,941,14.0
1401,911,42817,1312,941,0.0
1401,911,42817,1313,941,0.0
1401,911,42817,1314,941,0.0
1401,911,42817,1315,941,0.0
1401,911,42817,1402,941,140.0
1401,911,42817,1403,941,21.0
1401,911,42817,1404,941,6.0
1401,911,42817,1405,941,37.0
1401,911,42817,1406,941,111.0
1401,911,42817,1407,941,11.0
1401,911,42817,1501,941,21.0
1401,911,42817,1502,941,3.0
1401,911,42817,1503,941,0.0
1401,911,42817,1504,941,0.0
1401,911,42817,1505,941,0.0
1401,911,42817,1506,941,2.0
1401,911,42817,1507,941,0.0
1401,911,42817,1601,941,245.0
1401,911,42817,1602,941,80.0
1401,911,42817,1603,941,1.0
1401,911,42817,1604,941,0.0
1401,911,42817,1605,941,0.0
1401,911,42817,1606,941,4.0
1401,911,42817,1607,941,0.0
1401,911,42817,1608,941,0.0
1401,911,42817,1609,941,2.0
1401,911,42817,1610,941,0.0
1401,911,42817,1611,941,0.0
1401,911,42817,1612,941,18.0
1401,911,42817,1613,941,11.0
1401,911,42817,1614,941,10.0
1401,911,42817,1615,941,4.0
1401,911,42817,1701,941,16.0
1401,911,42817,1702,941,1.0
1401,911,42817,1703,941,0.0
1401,911,42817,1704,941,1.0
1401,911,42817,1705,941,0.0
1401,911,42817,1706,941,7.0
1401,911,42817,1707,941,0.0
1401,911,42817,1708,941,0.0
1401,911,42817,1709,941,0.0
1401,911,42817,1710,941,0.0
1401,911,42817,1711,941,0.0
1401,911,42817,1801,941,33.0
1401,911,42817,1802,941,0.0
1401,911,42817,1803,941,0.0
1401,911,42817,1804,941,3.0
1401,911,42817,1805,941,0.0
1401,911,42817,1806,941,0.0
1401,911,42817,1807,941,0.0
1401,911,42817,1808,941,3.0
1401,911,42817,1809,941,0.0
1401,911,42817,1810,941,0.0
1401,911,42817,1811,941,0.0
1401,911,42817,1812,941,1.0
1401,911,42817,1813,941,0.0
1401,911,42817,1814,941,0.0
1401,911,42817,1901,941,0.0
1401,911,42817,1902,941,0.0
1401,911,42817,1903,941,1.0
1401,911,42817,1904,941,0.0
1401,911,42817,1905,941,0.0
1401,911,42817,1906,941,0.0
1401,911,42817,1907,941,0.0
1401,911,42817,2001,941,10.0
1401,911,42817,2002,941,1.0
1401,911,42817,2003,941,6.0
1401,911,42817,2004,941,0.0
1401,911,42817,2005,941,0.0
1401,911,42817,2006,941,0.0
1401,911,42817,2007,941,0.0
1401,911,42817,2008,941,0.0
1401,911,42817,2009,941,0.0
1401,911,42817,2010,941,0.0
1401,911,42817,2011,941,0.0
1401,911,42817,2012,941,0.0
1401,911,42817,2013,941,0.0
1401,911,42817,2014,941,5.0
1401,911,42817,2015,941,0.0
1401,911,42817,2016,941,0.0
1401,911,42817,2101,941,0.0
1401,911,42817,2102,941,0.0
1401,911,42817,2103,941,0.0
1401,911,42817,2104,941,0.0
1401,911,42817,2105,941,1.0
1401,911,42817,2106,941,0.0
1401,911,42817,2107,941,0.0
1401,911,42817,2108,941,0.0
1401,911,42817,2109,941,0.0
1401,911,42817,2110,941,0.0
1401,911,42817,2111,941,0.0
1401,911,42817,2201,941,24.0
1401,911,42817,2202,941,0.0
1401,911,42817,2203,941,0.0
1401,911,42817,2204,941,0.0
1401,911,42817,2205,941,1.0
1401,911,42817,2301,941,5.0
1401,911,42817,2302,941,2.0
1401,911,42817,2303,941,0.0
1401,911,42817,2304,941,0.0
1401,911,42817,2305,941,0.0
1401,911,42817,2306,941,0.0
1401,911,42817,2307,941,5.0
1401,911,42817,2308,941,0.0
1401,911,42817,2309,941,0.0
1401,911,42817,2310,941,0.0
1401,911,42817,2311,941,0.0
1401,911,42817,2312,941,0.0
1401,911,42817,2313,941,0.0
1401,911,42817,2401,941,33.0
1401,911,42817,2402,941,0.0
1401,911,42817,2403,941,119.0
1401,911,42817,2404,941,0.0
1401,911,42817,2405,941,1.0
1401,911,42817,2406,941,0.0
1401,911,42817,2407,941,0.0
1401,911,42817,2408,941,0.0
1401,911,42817,2409,941,0.0
1401,911,42817,2410,941,0.0
1401,911,42817,2411,941,0.0
1401,911,42817,2412,941,0.0
1401,911,42817,2413,941,0.0
1401,911,42817,2414,941,0.0
1401,911,42817,2415,941,0.0
1401,911,42817,2416,941,2.0
1401,911,42817,2501,941,2.0
1401,911,42817,2502,941,0.0
1401,911,42817,2503,941,0.0
1401,911,42817,2504,941,0.0
1401,911,42817,2505,941,0.0
1401,911,42817,2506,941,0.0
1401,911,42817,2507,941,0.0
1401,911,42817,2508,941,0.0
1401,911,42817,2509,941,0.0
1401,911,42817,2510,941,0.0
1401,911,42817,2511,941,0.0
1401,911,42817,2601,941,0.0
1401,911,42817,2602,941,0.0
1401,911,42817,2603,941,0.0
1401,911,42817,2604,941,0.0
1401,911,42817,2605,941,0.0
1401,911,42817,2701,941,4.0
1401,911,42817,2702,941,0.0
1401,911,42817,2703,941,0.0
1401,911,42817,2704,941,0.0
1401,911,42817,2705,941,0.0
1401,911,42817,2706,941,0.0
1401,911,42817,2707,941,0.0
1401,911,42817,2708,941,0.0
1401,911,42817,2709,941,0.0
1401,911,42817,2710,941,0.0
1401,911,42817,2801,941,11.0
1401,911,42817,2802,941,0.0
1401,911,42817,2803,941,0.0
1401,911,42817,2804,941,0.0
1401,911,42817,2805,941,0.0
1401,911,42817,2806,941,0.0
1401,911,42817,2807,941,0.0
1401,911,42817,2901,941,4.0
1401,911,42817,2902,941,1.0
1401,911,42817,2903,941,0.0
1401,911,42817,2904,941,0.0
1401,911,42817,2905,941,0.0
1401,911,42817,2906,941,0.0
1401,911,42817,2907,941,0.0
1401,911,42817,2908,941,0.0
1401,911,42817,2909,941,0.0
1401,911,42817,2910,941,0.0
1401,911,42817,2911,941,2.0
1401,911,42817,2912,941,0.0
1401,911,42817,2913,941,0.0
1401,911,42817,2914,941,0.0
1401,911,42817,2915,941,0.0
1401,911,42817,2916,941,0.0
1401,911,42817,2917,941,0.0
1401,911,42817,2918,941,0.0
1401,911,42817,2919,941,0.0
1401,911,42817,3001,941,3.0
1401,911,42817,3002,941,0.0
1401,911,42817,3003,941,0.0
1401,911,42817,3004,941,0.0
1401,911,42817,3005,941,0.0
1401,911,42817,3006,941,0.0
1401,911,42817,3007,941,0.0
1401,911,42817,3008,941,0.0
1401,911,42817,3101,941,6.0
1401,911,42817,3102,941,2.0
1401,911,42817,3103,941,0.0
1401,911,42817,3104,941,0.0
1401,911,42817,3105,941,0.0
1401,911,42817,3106,941,0.0
1401,911,42817,3107,941,0.0
1401,911,42817,3201,941,4.0
1401,911,42817,3202,941,1.0
1401,911,42817,3203,941,0.0
1401,911,42817,3204,941,0.0
1401,911,42817,3205,941,0.0
1401,911,42817,3206,941,2.0
1401,911,42817,3207,941,0.0
1401,911,42817,3208,941,0.0
1401,911,42817,3209,941,1.0
1401,911,42817,3210,941,0.0
1401,911,42817,3211,941,0.0
1401,911,42817,3212,941,0.0
1401,911,42817,3213,941,0.0
1401,911,42817,3301,941,0.0
1401,911,42817,3302,941,0.0
1401,911,42817,3303,941,0.0
1401,911,42817,3304,941,0.0
1401,911,42817,3305,941,0.0
1401,911,42817,3306,941,4.0
1401,911,42817,3307,941,2.0
1401,911,42817,3401,941,0.0
1401,911,42817,3402,941,0.0
1401,911,42817,3403,941,0.0
1401,911,42817,3404,941,0.0
1401,911,42817,3405,941,0.0
1401,911,42817,3406,941,0.0
1401,911,42817,3407,941,0.0
1401,911,42817,3408,941,0.0
1401,911,42817,3409,941,0.0
1401,911,42817,101,956,1354.0
1401,911,42817,102,956,6.0
1401,911,42817,103,956,0.0
1401,911,42817,104,956,0.0
1401,911,42817,105,956,1.0
1401,911,42817,106,956,0.0
1401,911,42817,107,956,93.0
1401,911,42817,108,956,13.0
1401,911,42817,109,956,7.0
1401,911,42817,110,956,53.0
1401,911,42817,111,956,3.0
1401,911,42817,112,956,2.0
1401,911,42817,113,956,0.0
1401,911,42817,114,956,1.0
1401,911,42817,115,956,0.0
1401,911,42817,201,956,7.0
1401,911,42817,202,956,14.0
1401,911,42817,203,956,0.0
1401,911,42817,204,956,3.0
1401,911,42817,205,956,4.0
1401,911,42817,206,956,0.0
1401,911,42817,207,956,3.0
1401,911,42817,301,956,22.0
1401,911,42817,302,956,15.0
1401,911,42817,303,956,0.0
1401,911,42817,304,956,1.0
1401,911,42817,305,956,0.0
1401,911,42817,306,956,0.0
1401,911,42817,307,956,0.0
1401,911,42817,308,956,12.0
1401,911,42817,309,956,1.0
1401,911,42817,310,956,0.0
1401,911,42817,401,956,2.0
1401,911,42817,402,956,0.0
1401,911,42817,403,956,0.0
1401,911,42817,404,956,0.0
1401,911,42817,405,956,0.0
1401,911,42817,406,956,0.0
1401,911,42817,407,956,4.0
